Hyperparameter,BATCH_SIZE,DATETIME,DESCRIPTION,DIRECTORY,EPSILON_DECAY,GAMES_PER_TRAINING_SESSION,GAME_LENGTH,GAME_STEP_TIME,GAMMA,HIDDEN_LAYER_SIZE,LEARNING_RATE,MAX_EPSILON,MEMORY_SIZE,MIN_EPSILON,NO_HIDDEN_LAYERS,NUMBER_OF_TRAINING_SESSIONS,RETURNS_DECAY,STARTING_VERSION,WINNERS_GROWTH
Values,1024,2018-11-20_10:15:55,Four layers overnight version,./trained_networks/2018-11-20_10:15:55,0.00017,2,120000,20,0.999,100,0.1,0.9999,60000,0.0001,1,25,0.9,0,1.2
